Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.7753 0.4878 0.2480 SUCCES PFAIL cg.f:578
0.3930 0.2470 0.9418 SUCCES PFAIL cg.f:578
0.5036 0.3168 0.6305 SUCCES PFAIL cg.f:578
0.0316 0.0199 0.6818 SUCCES PFAIL cg.f:578
0.1457 0.0915 0.8711 SUCCES PFAIL cg.f:578
0.1720 0.1083 0.9184 SUCCES PFAIL cg.f:578
0.7867 0.4937 0.6117 SUCCES PFAIL cg.f:578
0.4040 0.2541 0.8052 SUCCES PFAIL cg.f:578
0.0174 0.0110 0.9960 SUCCES PFAIL cg.f:578
0.5391 0.3377 0.0411 SUCCES PFAIL cg.f:577
0.1581 0.0994 0.7338 SUCCES PFAIL cg.f:577
0.6806 0.4279 0.2796 SUCCES PFAIL cg.f:578
0.2961 0.1863 0.9722 SUCCES PFAIL cg.f:578
0.8243 0.5182 0.0225 SUCCES PFAIL cg.f:578
0.4351 0.2732 0.2104 SUCCES PFAIL cg.f:578
0.9612 0.6037 0.2578 SUCCES PFAIL cg.f:578
0.5778 0.3634 0.9505 SUCCES PFAIL cg.f:578
0.6928 0.4361 0.1421 SUCCES PFAIL cg.f:578
0.7153 0.4493 0.6898 SUCCES PFAIL cg.f:578
0.3281 0.2065 0.8777 SUCCES PFAIL cg.f:578
0.4443 0.2795 0.5712 SUCCES PFAIL cg.f:577
0.4682 0.2944 0.1175 SUCCES PFAIL cg.f:577
0.5857 0.3685 0.8108 SUCCES PFAIL cg.f:578
0.1970 0.1240 0.4982 SUCCES PFAIL cg.f:578
0.8118 0.5100 0.6918 SUCCES PFAIL cg.f:578
0.3376 0.2124 0.2387 SUCCES PFAIL cg.f:578
0.4568 0.2875 0.4326 SUCCES PFAIL cg.f:578
0.9781 0.6137 0.9779 SUCCES PFAIL cg.f:681
0.5873 0.3694 0.1660 SUCCES PFAIL cg.f:578
0.2053 0.1292 0.8587 SUCCES PFAIL cg.f:578
0.2332 0.1467 0.9092 SUCCES PFAIL cg.f:578
0.3495 0.2196 0.6024 SUCCES PFAIL cg.f:578
0.9569 0.5983 0.7871 SUCCES PFAIL cg.f:577
0.4029 0.2528 0.6998 SUCCES PFAIL cg.f:577
0.0147 0.0093 0.3879 SUCCES PFAIL cg.f:577
0.5414 0.3395 0.9368 SUCCES PFAIL cg.f:578
0.0670 0.0420 0.9839 SUCCES PFAIL cg.f:681
0.6792 0.4259 0.1743 SUCCES PFAIL cg.f:578
